| RaterId | Image | Department                | NAttractiveness | gender | age    |
|     115 |    25 | Music                     |       0.4545455 | -0.830 | 28.000 |
|     115 |    26 | Central Staff             |       0.4545455 | -0.620 | 33.000 |
|     115 |    27 | Police                    |       0.4545455 | -0.510 | 31.000 |
|     115 |    28 | Psychology                |       0.8181818 |  0.750 | 27.000 |
|     115 |    29 | Religious Studies         |      -0.0909091 | -0.200 | 39.000 |
|     115 |    30 | Student Affairs           |       1.0000000 | -0.670 | 33.000 |
|     119 |    16 | Admissions                |      -1.0000000 |  0.000 | 19.000 |
|     119 |    17 | Biology                   |       1.0000000 | -1.000 | 38.000 |
|     119 |    18 | Chemistry                 |       1.0000000 | -1.000 | 35.000 |
|     119 |    19 | Deans                     |       1.0000000 | -0.960 | 39.000 |
|     119 |    20 | Environmental Studies     |       1.0000000 | -1.000 | 30.000 |
|     119 |    21 | Foreign Studies           |       1.0000000 | -0.200 | 42.000 |
|     119 |    22 | Honors                    |       1.0000000 | -1.000 | 34.000 |
|     119 |    23 | Education                 |       1.0000000 | -0.560 | 33.000 |
|     119 |    24 | Management and Accounting |       1.0000000 | -1.000 | 33.000 |
|     119 |    25 | Music                     |       1.0000000 | -1.000 | 36.000 |
|     119 |    26 | Central Staff             |       1.0000000 | -0.990 | 35.000 |
|     119 |    27 | Police                    |       1.0000000 | -1.000 | 33.000 |
|     119 |    28 | Psychology                |       1.0000000 |  0.200 | 31.000 |
|     119 |    29 | Religious Studies         |       1.0000000 |  0.000 | 34.000 |
|     119 |    30 | Student Affairs           |       1.0000000 | -0.990 | 35.000 |
|     125 |    16 | Admissions                |       0.8571429 | -0.620 | 36.000 |
|     125 |    17 | Biology                   |       0.8571429 | -1.000 | 39.000 |
|     125 |    18 | Chemistry                 |       0.8571429 | -0.500 | 28.000 |
|     125 |    19 | Deans                     |       0.8571429 | -1.000 | 52.000 |
|     125 |    20 | Environmental Studies     |      -0.2857143 | -1.000 | 33.000 |
|     125 |    21 | Foreign Studies           |       0.1428571 |  0.560 | 52.000 |
|     125 |    22 | Honors                    |       1.0000000 | -1.000 | 43.000 |
|     125 |    23 | Education                 |       0.8571429 |  0.000 | 35.000 |
|     125 |    24 | Management and Accounting |       0.8571429 | -0.510 | 61.000 |
|     125 |    25 | Music                     |       0.8571429 | -0.480 | 43.000 |
|     125 |    26 | Central Staff             |       0.0000000 | -0.160 | 45.000 |
|     125 |    27 | Police                    |       0.8571429 | -0.770 | 37.000 |
|     125 |    28 | Psychology                |      -1.0000000 |  0.750 | 52.000 |
|     125 |    29 | Religious Studies         |       0.8571429 |  0.000 | 52.000 |
|     125 |    30 | Student Affairs           |       0.8571429 |  1.000 | 71.000 |
|     127 |    16 | Admissions                |      -0.4000000 | -1.000 | 18.000 |
|     127 |    17 | Biology                   |       0.0000000 | -1.000 | 31.000 |
|     127 |    18 | Chemistry                 |       0.0000000 |  0.000 | 25.000 |
|     127 |    19 | Deans                     |      -1.0000000 | -0.930 | 36.000 |
|     127 |    20 | Environmental Studies     |      -0.4000000 | -0.880 | 31.000 |
|     127 |    21 | Foreign Studies           |       0.0000000 |  0.210 | 28.000 |
|     127 |    22 | Honors                    |       0.8000000 | -1.000 | 29.000 |
|     127 |    23 | Education                 |       0.4000000 | -0.520 | 27.000 |
|     127 |    24 | Management and Accounting |      -0.8000000 | -1.000 | 46.000 |
|     127 |    25 | Music                     |       0.4000000 | -1.000 | 39.000 |
|     127 |    26 | Central Staff             |       0.4000000 | -0.990 | 37.000 |
|     127 |    27 | Police                    |       1.0000000 | -1.000 | 35.000 |
|     127 |    28 | Psychology                |       0.4000000 |  0.000 | 24.000 |
|     127 |    29 | Religious Studies         |       0.0000000 | -0.230 | 49.000 |
|     127 |    30 | Student Affairs           |       0.0000000 |  0.340 | 56.000 |
|     179 |    16 | Admissions                |      -0.4166667 | -0.910 | 25.000 |
|     179 |    17 | Biology                   |       0.1666667 | -0.870 | 36.000 |
|     179 |    18 | Chemistry                 |      -0.4166667 | -0.790 | 43.000 |
|     179 |    19 | Deans                     |      -1.0000000 | -0.980 | 47.000 |
|     179 |    20 | Environmental Studies     |      -0.9166667 | -0.980 | 46.000 |
|     179 |    21 | Foreign Studies           |      -0.6666667 | -0.910 | 38.000 |
|     179 |    22 | Honors                    |      -0.2500000 | -0.920 | 32.000 |
|     179 |    23 | Education                 |      -0.0833333 | -0.930 | 22.000 |
|     179 |    24 | Management and Accounting |      -0.4166667 | -0.980 | 35.000 |
|     179 |    25 | Music                     |      -0.4166667 | -0.970 | 42.000 |
|     179 |    26 | Central Staff             |      -0.5000000 | -0.910 | 33.000 |
|     179 |    27 | Police                    |       1.0000000 | -0.940 | 34.000 |
|     179 |    28 | Psychology                |       1.0000000 | -0.940 | 30.000 |
|     179 |    29 | Religious Studies         |      -0.8333333 | -0.850 | 31.000 |
|     179 |    30 | Student Affairs           |      -0.5833333 | -0.660 | 25.000 |
|     180 |    16 | Admissions                |       0.1666667 | -1.000 | 54.000 |
|     180 |    17 | Biology                   |      -0.3333333 | -1.000 | 42.000 |
|     180 |    18 | Chemistry                 |       0.8333333 | -1.000 | 46.000 |
|     180 |    19 | Deans                     |      -1.0000000 | -1.000 | 63.000 |
|     180 |    20 | Environmental Studies     |       0.0000000 | -1.000 | 52.000 |
|     180 |    21 | Foreign Studies           |       0.1666667 | -0.260 | 52.000 |
|     180 |    22 | Honors                    |      -1.0000000 | -1.000 | 35.000 |
|     180 |    23 | Education                 |      -1.0000000 | -1.000 | 32.000 |
|     180 |    24 | Management and Accounting |       0.3333333 | -1.000 | 49.000 |
|     180 |    25 | Music                     |      -1.0000000 | -1.000 | 38.000 |
|     180 |    26 | Central Staff             |       0.0000000 | -1.000 | 52.000 |
|     180 |    27 | Police                    |      -1.0000000 | -1.000 | 40.000 |
|     180 |    28 | Psychology                |       1.0000000 | -1.000 | 33.000 |
|     180 |    29 | Religious Studies         |      -1.0000000 | -0.320 | 37.000 |
|     180 |    30 | Student Affairs           |       0.3333333 | -1.000 | 40.000 |
|     241 |    16 | Admissions                |       1.0000000 | -0.630 | 26.000 |
|     241 |    17 | Biology                   |       1.0000000 | -1.000 | 27.000 |
|     241 |    18 | Chemistry                 |       1.0000000 | -0.650 | 26.000 |
|     241 |    19 | Deans                     |      -1.0000000 | -0.500 | 40.000 |
|     241 |    20 | Environmental Studies     |       1.0000000 | -0.540 | 33.000 |
|     241 |    21 | Foreign Studies           |       1.0000000 | -0.360 | 40.000 |
|     241 |    22 | Honors                    |       1.0000000 | -0.720 | 47.000 |
|     241 |    23 | Education                 |       1.0000000 | -0.840 | 45.000 |
|     241 |    24 | Management and Accounting |       1.0000000 | -0.950 | 52.000 |
|     241 |    25 | Music                     |       1.0000000 | -0.720 | 52.000 |
|     241 |    26 | Central Staff             |       1.0000000 | -0.860 | 52.000 |
|     241 |    27 | Police                    |       1.0000000 | -0.710 | 52.000 |
|     241 |    28 | Psychology                |       1.0000000 | -0.720 | 52.000 |
|     241 |    29 | Religious Studies         |       1.0000000 | -0.780 | 52.000 |
|     241 |    30 | Student Affairs           |       1.0000000 | -0.720 | 52.000 |
|      52 |    16 | Admissions                |       0.2500000 | -1.000 | 20.000 |
|      52 |    17 | Biology                   |       0.7500000 | -0.560 | 32.000 |
|      52 |    18 | Chemistry                 |       1.0000000 | -1.000 | 29.000 |
|      52 |    19 | Deans                     |      -1.0000000 | -0.300 | 42.000 |
|      52 |    20 | Environmental Studies     |      -0.2500000 | -0.890 | 37.000 |
|      52 |    21 | Foreign Studies           |       0.7500000 | -1.000 | 35.000 |
|      52 |    22 | Honors                    |      -0.5000000 | -0.990 | 29.000 |
|      52 |    23 | Education                 |       0.0000000 | -1.000 | 23.000 |
|      52 |    24 | Management and Accounting |      -0.7500000 | -0.890 | 41.000 |
|      52 |    25 | Music                     |       0.5000000 | -0.960 | 32.000 |
|      52 |    26 | Central Staff             |       1.0000000 | -0.890 | 29.000 |
|      52 |    27 | Police                    |      -0.2500000 | -0.970 | 27.000 |
|      52 |    28 | Psychology                |       0.2500000 | -1.000 | 27.000 |
|      52 |    29 | Religious Studies         |       0.0000000 | -1.000 | 32.000 |
|      52 |    30 | Student Affairs           |      -0.2500000 | -1.000 | 38.000 |
|      53 |    16 | Admissions                |       0.1250000 | -0.650 | 28.000 |
|      53 |    17 | Biology                   |       0.5000000 | -1.000 | 38.000 |
|      53 |    18 | Chemistry                 |      -0.0625000 | -0.560 | 34.000 |
|      53 |    19 | Deans                     |      -1.0000000 | -0.890 | 41.000 |
|      53 |    20 | Environmental Studies     |       0.4375000 | -0.890 | 26.000 |
|      53 |    21 | Foreign Studies           |       0.2500000 | -0.270 | 30.000 |
|      53 |    22 | Honors                    |      -0.4375000 | -1.000 | 25.000 |
|      53 |    23 | Education                 |       0.6875000 | -0.060 | 52.000 |
|      53 |    24 | Management and Accounting |       0.0000000 | -0.520 | 35.000 |
|      53 |    25 | Music                     |       0.1875000 | -0.660 | 39.000 |
|      53 |    26 | Central Staff             |       1.0000000 | -0.690 | 30.000 |
|      53 |    27 | Police                    |      -0.0625000 | -0.430 | 26.000 |
|      53 |    28 | Psychology                |       0.4375000 |  0.270 | 25.000 |
|      53 |    29 | Religious Studies         |       0.3125000 | -0.220 | 34.000 |
|      53 |    30 | Student Affairs           |       0.4375000 | -0.170 | 43.000 |
|      55 |    16 | Admissions                |       0.3333333 | -0.810 | 26.000 |
|      55 |    17 | Biology                   |       0.3333333 | -0.570 | 34.000 |
|      55 |    18 | Chemistry                 |       0.3333333 | -0.560 | 30.000 |
|      55 |    19 | Deans                     |      -0.8333333 | -0.770 | 44.000 |
|      55 |    20 | Environmental Studies     |       0.3333333 | -0.680 | 36.000 |
|      55 |    21 | Foreign Studies           |      -1.0000000 | -0.220 | 34.000 |
|      55 |    22 | Honors                    |       0.3333333 | -0.810 | 36.000 |
|      55 |    23 | Education                 |       1.0000000 | -0.400 | 21.000 |
|      55 |    24 | Management and Accounting |       0.3333333 | -0.680 | 35.000 |
|      55 |    25 | Music                     |       0.5000000 | -0.240 | 26.000 |
|      55 |    26 | Central Staff             |       0.3333333 | -0.220 | 32.000 |
|      55 |    27 | Police                    |       0.3333333 | -0.170 | 28.000 |
|      55 |    28 | Psychology                |       0.3333333 | -0.500 | 27.000 |
|      55 |    29 | Religious Studies         |       0.3333333 | -0.400 | 33.000 |
|      55 |    30 | Student Affairs           |       0.8333333 | -0.580 | 36.000 |
|      60 |    16 | Admissions                |       0.6800000 | -0.350 | 29.000 |
|      60 |    17 | Biology                   |       1.0000000 | -1.000 | 40.000 |
|      60 |    18 | Chemistry                 |       0.1200000 | -0.500 | 32.000 |
|      60 |    19 | Deans                     |      -1.0000000 | -1.000 | 60.000 |
|      60 |    20 | Environmental Studies     |       0.1200000 | -0.720 | 40.000 |
|      60 |    21 | Foreign Studies           |      -0.0400000 | -0.490 | 50.000 |
|      60 |    22 | Honors                    |       0.7600000 | -0.590 | 37.000 |
|      60 |    23 | Education                 |      -0.1200000 | -0.630 | 45.000 |
|      60 |    24 | Management and Accounting |      -0.1200000 | -0.550 | 55.000 |
|      60 |    25 | Music                     |       0.2000000 | -0.420 | 30.000 |
|      60 |    26 | Central Staff             |       0.8400000 | -0.530 | 40.000 |
|      60 |    27 | Police                    |      -0.1200000 | -0.640 | 40.000 |
|      60 |    28 | Psychology                |       0.0400000 |  0.210 | 30.000 |
|      60 |    29 | Religious Studies         |      -0.8400000 | -0.630 | 57.000 |
|      60 |    30 | Student Affairs           |      -0.1200000 | -0.530 | 43.000 |
|      63 |    16 | Admissions                |       0.2941176 | -1.000 | 32.000 |
|      63 |    17 | Biology                   |       0.2941176 | -1.000 | 42.000 |
|      63 |    18 | Chemistry                 |       0.2941176 | -1.000 | 38.000 |
|      63 |    19 | Deans                     |      -0.1764706 | -1.000 | 57.000 |
|      63 |    20 | Environmental Studies     |       0.0588235 | -0.970 | 38.000 |
|      63 |    21 | Foreign Studies           |       0.2941176 | -0.440 | 53.000 |
|      63 |    22 | Honors                    |       0.2941176 | -1.000 | 33.000 |
|      63 |    23 | Education                 |      -1.0000000 | -0.740 | 28.000 |
|      63 |    24 | Management and Accounting |      -0.2941176 | -1.000 | 52.000 |
|      63 |    25 | Music                     |       1.0000000 | -1.000 | 28.000 |
|      63 |    26 | Central Staff             |      -0.0588235 | -1.000 | 49.000 |
|      63 |    27 | Police                    |       0.5294118 | -1.000 | 27.000 |
|      63 |    28 | Psychology                |       0.0588235 | -1.000 | 34.000 |
|      63 |    29 | Religious Studies         |      -0.1764706 | -0.990 | 45.000 |
|      63 |    30 | Student Affairs           |       0.2941176 | -0.510 | 65.000 |
|      68 |    16 | Admissions                |      -0.5833333 | -0.480 | 25.000 |
|      68 |    17 | Biology                   |      -0.6666667 | -1.000 | 35.000 |
|      68 |    18 | Chemistry                 |       0.6666667 | -1.000 | 28.000 |
|      68 |    19 | Deans                     |      -0.2500000 | -1.000 | 43.000 |
|      68 |    20 | Environmental Studies     |      -0.8333333 | -1.000 | 38.000 |
|      68 |    21 | Foreign Studies           |       1.0000000 |  0.300 | 34.000 |
|      68 |    22 | Honors                    |       0.0000000 | -1.000 | 28.000 |
|      68 |    23 | Education                 |       0.0000000 |  0.000 | 29.000 |
|      68 |    24 | Management and Accounting |      -0.5833333 | -1.000 | 35.000 |
|      68 |    25 | Music                     |      -0.9166667 | -1.000 | 32.000 |
|      68 |    26 | Central Staff             |      -1.0000000 | -0.990 | 34.000 |
|      68 |    27 | Police                    |      -0.2500000 | -1.000 | 36.000 |
|      68 |    28 | Psychology                |       0.0000000 |  1.000 | 44.000 |
|      68 |    29 | Religious Studies         |      -0.5833333 |  0.350 | 38.000 |
|      68 |    30 | Student Affairs           |      -0.5000000 | -1.000 | 37.000 |
|      78 |    16 | Admissions                |      -0.2857143 | -1.000 | 21.000 |
|      78 |    17 | Biology                   |      -0.6428571 | -1.000 | 46.000 |
|      78 |    18 | Chemistry                 |       0.4285714 |  0.000 | 29.000 |
|      78 |    19 | Deans                     |       0.7142857 | -1.000 | 35.000 |
|      78 |    20 | Environmental Studies     |       1.0000000 | -1.000 | 26.000 |
|      78 |    21 | Foreign Studies           |       0.4285714 |  0.610 | 39.000 |
|      78 |    22 | Honors                    |      -1.0000000 | -1.000 | 28.000 |
|      78 |    23 | Education                 |       0.7142857 |  0.000 | 22.000 |
|      78 |    24 | Management and Accounting |      -1.0000000 | -1.000 | 33.000 |
|      78 |    25 | Music                     |      -1.0000000 | -1.000 | 38.000 |
|      78 |    26 | Central Staff             |       0.6428571 |  0.000 | 26.000 |
|      78 |    27 | Police                    |       0.7857143 | -1.000 | 22.000 |
|      78 |    28 | Psychology                |       0.2142857 |  0.000 | 27.000 |
|      78 |    29 | Religious Studies         |      -1.0000000 |  0.000 | 29.000 |
|      78 |    30 | Student Affairs           |       0.8571429 |  0.000 | 28.000 |
|      83 |    16 | Admissions                |       0.6842105 | -0.410 | 27.000 |
|      83 |    17 | Biology                   |       1.0000000 | -0.640 | 29.000 |
|      83 |    18 | Chemistry                 |       0.8947368 | -0.620 | 28.000 |
|      83 |    19 | Deans                     |      -0.2631579 | -0.320 | 38.000 |
|      83 |    20 | Environmental Studies     |       0.7894737 | -0.380 | 32.000 |
|      83 |    21 | Foreign Studies           |       0.4736842 | -0.380 | 27.000 |
|      83 |    22 | Honors                    |      -0.1578947 | -0.470 | 27.000 |
|      83 |    23 | Education                 |       0.3684211 | -0.190 | 27.000 |
|      83 |    24 | Management and Accounting |      -1.0000000 | -0.570 | 36.000 |
|      83 |    25 | Music                     |       0.0526316 | -0.530 | 32.000 |
|      83 |    26 | Central Staff             |       0.6842105 | -0.470 | 34.000 |
|      83 |    27 | Police                    |       0.0526316 | -0.400 | 29.000 |
|      83 |    28 | Psychology                |       0.7894737 | -0.310 | 27.000 |
|      83 |    29 | Religious Studies         |       0.3684211 |  0.020 | 27.000 |
|      83 |    30 | Student Affairs           |      -0.2631579 | -0.540 | 36.000 |
|      84 |    16 | Admissions                |      -0.2857143 | -1.000 | 29.000 |
|      84 |    17 | Biology                   |      -0.0714286 | -1.000 | 40.000 |
|      84 |    18 | Chemistry                 |      -0.5714286 | -1.000 | 46.000 |
|      84 |    19 | Deans                     |      -1.0000000 | -1.000 | 52.000 |
|      84 |    20 | Environmental Studies     |       0.4285714 | -1.000 | 47.000 |
|      84 |    21 | Foreign Studies           |      -1.0000000 |  1.000 | 27.000 |
|      84 |    22 | Honors                    |       0.7857143 | -1.000 | 31.000 |
|      84 |    23 | Education                 |       1.0000000 | -1.000 | 34.000 |
|      84 |    24 | Management and Accounting |      -1.0000000 | -1.000 | 62.000 |
|      84 |    25 | Music                     |       0.4285714 | -1.000 | 54.000 |
|      84 |    26 | Central Staff             |      -0.2857143 | -1.000 | 39.000 |
|      84 |    27 | Police                    |      -1.0000000 | -1.000 | 52.000 |
|      84 |    28 | Psychology                |       0.9285714 |  1.000 | 34.000 |
|      84 |    29 | Religious Studies         |       0.0000000 | -1.000 | 36.000 |
|      84 |    30 | Student Affairs           |       0.5714286 | -1.000 | 50.000 |
|      92 |    16 | Admissions                |      -0.2500000 | -0.550 | 30.000 |
|      92 |    17 | Biology                   |       0.7500000 | -0.820 | 50.000 |
|      92 |    18 | Chemistry                 |       1.0000000 | -0.750 | 41.000 |
|      92 |    19 | Deans                     |      -0.7500000 | -0.820 | 45.000 |
|      92 |    20 | Environmental Studies     |       0.7500000 | -0.870 | 44.000 |
|      92 |    21 | Foreign Studies           |       0.5000000 | -0.070 | 46.000 |
|      92 |    22 | Honors                    |      -0.3750000 | -0.930 | 41.000 |
|      92 |    23 | Education                 |       0.8750000 |  0.000 | 30.000 |
|      92 |    24 | Management and Accounting |      -1.0000000 | -0.780 | 52.000 |
|      92 |    25 | Music                     |      -0.2500000 | -0.620 | 48.000 |
|      92 |    26 | Central Staff             |       0.5000000 | -0.340 | 52.000 |
|      92 |    27 | Police                    |       0.3750000 | -0.450 | 41.000 |
|      92 |    28 | Psychology                |       1.0000000 |  0.280 | 34.000 |
|      92 |    29 | Religious Studies         |       0.5000000 |  0.250 | 33.000 |
|      92 |    30 | Student Affairs           |       0.0000000 | -0.330 | 55.000 |
|      98 |    16 | Admissions                |       1.0000000 | -0.680 | 18.000 |
|      98 |    17 | Biology                   |       1.0000000 | -1.000 | 33.000 |
|      98 |    18 | Chemistry                 |       1.0000000 | -0.750 | 29.000 |
|      98 |    19 | Deans                     |      -0.6363636 | -0.950 | 41.000 |
|      98 |    20 | Environmental Studies     |       0.0909091 | -0.700 | 41.000 |
|      98 |    21 | Foreign Studies           |      -1.0000000 | -0.400 | 33.000 |
|      98 |    22 | Honors                    |       1.0000000 | -0.420 | 48.000 |
|      98 |    23 | Education                 |       0.2727273 |  0.000 | 36.000 |
|      98 |    24 | Management and Accounting |       1.0000000 | -0.360 | 32.000 |
|      98 |    25 | Music                     |       0.0909091 | -0.320 | 36.000 |
|      98 |    26 | Central Staff             |      -0.2727273 | -0.680 | 33.000 |
|      98 |    27 | Police                    |       1.0000000 | -0.540 | 30.000 |
|      98 |    28 | Psychology                |       1.0000000 | -0.550 | 32.000 |
|      98 |    29 | Religious Studies         |       1.0000000 | -0.820 | 37.000 |
|      98 |    30 | Student Affairs           |       1.0000000 | -0.390 | 27.000 |
|     106 |    16 | Admissions                |      -0.1428571 | -0.800 | 41.000 |
|     106 |    17 | Biology                   |       0.7142857 | -0.970 | 47.000 |
|     106 |    18 | Chemistry                 |      -0.5714286 | -0.820 | 47.000 |
|     106 |    19 | Deans                     |       1.0000000 | -1.000 | 52.000 |
|     106 |    20 | Environmental Studies     |       0.1428571 | -1.000 | 34.000 |
|     106 |    21 | Foreign Studies           |      -0.4285714 |  0.170 | 36.000 |
|     106 |    22 | Honors                    |      -0.8571429 | -0.760 | 48.000 |
|     106 |    23 | Education                 |       0.0000000 | -0.610 | 47.000 |
|     106 |    24 | Management and Accounting |      -1.0000000 | -0.730 | 54.000 |
|     106 |    25 | Music                     |      -0.4285714 | -0.520 | 55.000 |
|     106 |    26 | Central Staff             |      -0.4285714 | -0.250 | 31.000 |
|     106 |    27 | Police                    |       0.2857143 | -0.570 | 40.000 |
|     106 |    28 | Psychology                |      -0.4285714 | -0.320 | 46.000 |
|     106 |    29 | Religious Studies         |       0.0000000 | -0.610 | 55.000 |
|     106 |    30 | Student Affairs           |       0.1428571 | -0.450 | 58.000 |
|     107 |    16 | Admissions                |      -0.4666667 | -0.630 | 26.000 |
|     107 |    17 | Biology                   |       0.2666667 | -0.980 | 42.000 |
|     107 |    18 | Chemistry                 |       0.1333333 | -0.400 | 39.000 |
|     107 |    19 | Deans                     |      -0.7333333 | -0.930 | 32.000 |
|     107 |    20 | Environmental Studies     |       0.5333333 | -0.790 | 32.000 |
|     107 |    21 | Foreign Studies           |       0.6666667 |  0.480 | 39.000 |
|     107 |    22 | Honors                    |      -0.8666667 | -0.980 | 22.000 |
|     107 |    23 | Education                 |      -1.0000000 | -0.670 | 26.000 |
|     107 |    24 | Management and Accounting |      -0.5333333 |  0.000 | 49.000 |
|     107 |    25 | Music                     |       1.0000000 | -0.950 | 34.000 |
|     107 |    26 | Central Staff             |       0.5333333 | -0.910 | 36.000 |
|     107 |    27 | Police                    |       0.8000000 | -0.910 | 30.000 |
|     107 |    28 | Psychology                |       0.8666667 |  0.510 | 28.000 |
|     107 |    29 | Religious Studies         |       0.4000000 |  0.180 | 25.000 |
|     107 |    30 | Student Affairs           |       0.2666667 |  0.340 | 40.000 |
|     109 |    16 | Admissions                |       0.0000000 | -1.000 | 19.000 |
|     109 |    17 | Biology                   |       0.0000000 | -1.000 | 45.000 |
|     109 |    18 | Chemistry                 |       0.0000000 | -1.000 | 37.000 |
|     109 |    19 | Deans                     |       0.0000000 | -0.970 | 45.000 |
|     109 |    20 | Environmental Studies     |       0.0000000 |  0.150 | 35.000 |
|     109 |    21 | Foreign Studies           |       0.0000000 |  0.510 | 33.000 |
|     109 |    22 | Honors                    |       0.0000000 | -1.000 | 28.000 |
|     109 |    23 | Education                 |       0.0000000 | -1.000 | 32.000 |
|     109 |    24 | Management and Accounting |       0.0000000 | -1.000 | 49.000 |
|     109 |    25 | Music                     |       0.0000000 | -1.000 | 41.000 |
|     109 |    26 | Central Staff             |       0.0000000 | -1.000 | 34.000 |
|     109 |    27 | Police                    |       0.0000000 | -1.000 | 29.000 |
|     109 |    28 | Psychology                |       0.0000000 |  1.000 | 43.000 |
|     109 |    29 | Religious Studies         |       0.0000000 |  0.000 | 43.000 |
|     109 |    30 | Student Affairs           |       0.0000000 |  0.210 | 55.000 |
|     113 |    16 | Admissions                |      -0.6666667 | -0.070 | 34.000 |
|     113 |    17 | Biology                   |       0.8333333 | -0.830 | 47.000 |
|     113 |    18 | Chemistry                 |       0.1666667 | -0.220 | 26.000 |
|     113 |    19 | Deans                     |       0.6666667 | -0.830 | 44.000 |
|     113 |    20 | Environmental Studies     |       0.5000000 |  0.150 | 27.000 |
|     113 |    21 | Foreign Studies           |       0.1666667 |  0.260 | 55.000 |
|     113 |    22 | Honors                    |       1.0000000 | -0.280 | 24.000 |
|     113 |    23 | Education                 |       0.8333333 | -0.330 | 52.000 |
|     113 |    24 | Management and Accounting |      -0.3333333 | -0.330 | 40.000 |
|     113 |    25 | Music                     |      -0.8333333 | -0.500 | 33.000 |
|     113 |    26 | Central Staff             |      -0.1666667 | -0.440 | 36.000 |
|     113 |    27 | Police                    |      -0.3333333 | -0.660 | 48.000 |
|     113 |    28 | Psychology                |       0.6666667 |  0.370 | 29.000 |
|     113 |    29 | Religious Studies         |       0.8333333 |  0.060 | 24.000 |
|     113 |    30 | Student Affairs           |      -1.0000000 |  0.450 | 56.000 |
|     129 |    16 | Admissions                |       0.7777778 | -1.000 | 20.000 |
|     129 |    17 | Biology                   |      -0.4074074 | -1.000 | 44.000 |
|     129 |    18 | Chemistry                 |       1.0000000 | -1.000 | 30.000 |
|     129 |    19 | Deans                     |      -0.8518519 | -1.000 | 37.000 |
|     129 |    20 | Environmental Studies     |       0.2592593 |  1.000 | 25.000 |
|     129 |    21 | Foreign Studies           |       0.6296296 |  0.670 | 50.000 |
|     129 |    22 | Honors                    |      -0.5555556 | -1.000 | 41.000 |
|     129 |    23 | Education                 |       0.5555556 |  0.350 | 24.000 |
|     129 |    24 | Management and Accounting |      -1.0000000 | -0.470 | 57.000 |
|     129 |    25 | Music                     |      -1.0000000 | -0.550 | 45.000 |
|     129 |    26 | Central Staff             |      -0.7777778 |  0.250 | 37.000 |
|     129 |    27 | Police                    |       0.7037037 | -0.310 | 28.000 |
|     129 |    28 | Psychology                |       0.4814815 |  0.370 | 26.000 |
|     129 |    29 | Religious Studies         |      -0.2592593 |  0.630 | 47.000 |
|     129 |    30 | Student Affairs           |      -0.1111111 |  0.440 | 47.000 |
|     130 |    16 | Admissions                |       0.9375000 | -0.980 | 26.000 |
|     130 |    17 | Biology                   |      -0.4375000 | -0.960 | 52.000 |
|     130 |    18 | Chemistry                 |      -1.0000000 | -0.980 | 35.000 |
|     130 |    19 | Deans                     |      -1.0000000 | -0.970 | 54.000 |
|     130 |    20 | Environmental Studies     |       0.6250000 | -0.970 | 21.000 |
|     130 |    21 | Foreign Studies           |       1.0000000 |  0.980 | 42.000 |
|     130 |    22 | Honors                    |      -1.0000000 | -0.980 | 23.000 |
|     130 |    23 | Education                 |      -1.0000000 |  0.010 | 31.000 |
|     130 |    24 | Management and Accounting |      -1.0000000 | -0.970 | 59.000 |
|     130 |    25 | Music                     |      -1.0000000 | -0.990 | 28.000 |
|     130 |    26 | Central Staff             |       0.5000000 |  0.240 | 46.000 |
|     130 |    27 | Police                    |      -0.4375000 | -0.990 | 26.000 |
|     130 |    28 | Psychology                |       0.8125000 |  0.490 | 41.000 |
|     130 |    29 | Religious Studies         |      -1.0000000 | -1.000 | 54.000 |
|     130 |    30 | Student Affairs           |       0.8125000 | -0.970 | 52.000 |
|     135 |    16 | Admissions                |       0.1250000 | -0.780 | 35.000 |
|     135 |    17 | Biology                   |       0.6250000 | -0.630 | 39.000 |
|     135 |    18 | Chemistry                 |       0.0000000 | -0.240 | 44.000 |
|     135 |    19 | Deans                     |      -0.8750000 | -0.350 | 59.000 |
|     135 |    20 | Environmental Studies     |       0.7500000 |  0.170 | 41.000 |
|     135 |    21 | Foreign Studies           |      -0.3750000 |  0.430 | 56.000 |
|     135 |    22 | Honors                    |       0.3750000 |  0.420 | 40.000 |
|     135 |    23 | Education                 |       0.6250000 |  0.610 | 46.000 |
|     135 |    24 | Management and Accounting |      -0.6250000 | -0.610 | 61.000 |
|     135 |    25 | Music                     |      -1.0000000 | -0.700 | 60.000 |
|     135 |    26 | Central Staff             |       1.0000000 | -0.580 | 38.000 |
|     135 |    27 | Police                    |       0.6250000 | -0.500 | 48.000 |
|     135 |    28 | Psychology                |       1.0000000 |  0.720 | 41.000 |
|     135 |    29 | Religious Studies         |       1.0000000 |  0.650 | 40.000 |
|     135 |    30 | Student Affairs           |       0.2500000 | -0.400 | 57.000 |
|     160 |    16 | Admissions                |       0.2631579 | -0.970 | 35.000 |
|     160 |    17 | Biology                   |       1.0000000 | -0.970 | 41.000 |
|     160 |    18 | Chemistry                 |       0.6842105 | -0.970 | 46.000 |
|     160 |    19 | Deans                     |      -1.0000000 | -0.980 | 56.000 |
|     160 |    20 | Environmental Studies     |       1.0000000 | -0.990 | 45.000 |
|     160 |    21 | Foreign Studies           |       1.0000000 | -0.990 | 48.000 |
|     160 |    22 | Honors                    |       1.0000000 | -0.990 | 46.000 |
|     160 |    23 | Education                 |       0.3684211 | -0.980 | 41.000 |
|     160 |    24 | Management and Accounting |       1.0000000 | -0.970 | 48.000 |
|     160 |    25 | Music                     |       1.0000000 | -0.980 | 34.000 |
